Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min)
22,4.3,12.310972,76.659264,12.330972,76.679264,10:10:50,10:27:54,Stormy,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,23
31,4,26.913987,75.752891,26.993987,75.832891,17:53:22,18:08:22,Fog,Medium ,1,Snack ,motorcycle ,2,No ,Metropolitian ,39
20,4.5,11.001753,76.986241,11.021753,77.006241,8:54:53,9:04:43,Fog,Low ,1,Snack ,motorcycle ,0,No ,NaN ,11
30,3.9,22.310237,73.158921,22.390237,73.238921,19:59:00,20:14:33,Stormy,Jam ,2,Drinks ,electric_scooter ,,No ,Metropolitian ,32
36,4.8,12.933284,77.615428,13.003284,77.685428,17:57:19,18:14:28,Fog,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,43
24,4.7,12.297954,76.665169,12.337954,76.705169,15:33:35,15:40:29,Fog,Medium ,1,Buffet ,scooter ,,No ,Metropolitian ,13
32,4.7,12.352058,76.60665,12.362058,76.61665,9:41:33,9:50:12,Windy,Low ,2,Buffet ,electric_scooter ,0,No ,Metropolitian ,25
25,5,13.086438,80.220672,13.146439,80.280672,18:23:57,18:25:23,Windy,Medium ,1,Drinks ,motorcycle ,0,No ,Metropolitian ,27
27,4.5,17.429585,78.392621,17.469585,78.432621,15:37:53,15:52:10,Windy,Medium ,2,Drinks ,scooter ,1,No ,Metropolitian ,29
32,4.1,12.978453,77.643685,13.048453,77.713685,18:17:28,18:32:48,Sandstorms,Medium ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,33
23,4.7,13.044694,80.26147,13.084694,80.30147,16:56:50,17:01:54,Fog,Medium ,1,Drinks ,motorcycle ,1,No ,Urban ,19
39,4.4,12.98041,77.640489,13.11041,77.770489,18:15:08,18:18:12,Sunny,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,33
20,4.8,26.846156,75.8023,26.926156,75.8823,18:26:28,18:36:12,Windy,Medium ,2,Drinks ,electric_scooter ,0,No ,NaN ,15
29,4.6,25.449659,81.839744,25.479659,81.869744,20:32:26,20:47:48,Stormy,Jam ,1,Meal ,scooter ,1,No ,Metropolitian ,29
26,4.9,26.911927,75.797282,27.051927,75.937282,22:56:01,23:04:27,Stormy,Low ,2,Meal ,scooter ,1,No ,Metropolitian ,18
25,5,10.020683,76.310631,10.030683,76.320631,10:56:21,11:04:32,Stormy,Low ,1,Meal ,motorcycle ,1,No ,Metropolitian ,14
34,4.7,12.935662,77.61413,12.975662,77.65413,16:04:54,16:17:31,Windy,Medium ,1,Snack ,motorcycle ,1,No ,Metropolitian ,30
31,4.9,15.585658,73.743606,15.625658,73.783606,14:53:27,15:06:58,Sunny,High ,0,Snack ,motorcycle ,0,No ,Metropolitian ,28
30,4.9,17.429585,78.392621,17.519585,78.482621,19:04:17,19:17:44,Cloudy,Medium ,2,Meal ,motorcycle ,0,No ,Metropolitian ,30
36,4.8,26.766536,75.837333,26.896536,75.967333,18:16:43,18:21:55,Sandstorms,Medium ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,36
36,4.4,26.846156,75.8023,26.986156,75.9423,23:39:54,23:50:02,Fog,Low ,0,Snack ,motorcycle ,,No ,Metropolitian ,37
26,4.7,26.913987,75.752891,27.053987,75.892891,19:38:50,19:43:29,Cloudy,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,43
30,4.6,22.310526,73.170937,22.420526,73.280937,23:36:04,23:48:02,Sunny,Low ,2,Buffet ,scooter ,1,No ,NaN ,29
33,4.7,12.972532,77.608179,13.022532,77.658179,18:14:00,18:25:01,Fog,Medium ,2,Buffet ,electric_scooter ,1,No ,Urban ,15
34,4,19.103249,72.846749,19.193249,72.936749,21:12:51,21:17:20,Windy,Jam ,0,Snack ,motorcycle ,2,No ,Metropolitian ,39
36,4.6,17.426228,78.407495,17.506228,78.487495,23:44:17,23:51:13,Windy,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,20
33,4.6,26.471617,80.313564,26.491617,80.333564,11:05:03,11:10:40,Fog,Low ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,15
22,4.8,19.866969,75.318894,19.976969,75.428894,22:46:43,23:04:50,Sandstorms,Low ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,16
38,4.7,18.593481,73.785901,18.603481,73.795901,11:02:00,11:17:45,Sunny,Low ,2,Drinks ,scooter ,1,No ,Metropolitian ,19
27,4.9,12.906229,77.596791,12.986229,77.676791,23:29:06,23:41:45,Fog,Low ,2,Drinks ,scooter ,0,No ,Metropolitian ,20
32,4.8,26.482581,80.315628,26.552581,80.385628,21:02:50,21:13:21,Sunny,Jam ,2,Meal ,scooter ,1,No ,Metropolitian ,25
26,4.8,12.933298,77.614293,13.013298,77.694293,19:33:53,19:44:43,Cloudy,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,43
29,4.5,22.751857,75.866699,22.881857,75.996699,22:57:06,23:06:24,Windy,Low ,0,Drinks ,motorcycle ,0,No ,Urban ,15
31,4.5,11.010375,76.95295,11.090375,77.03295,20:27:56,20:43:25,Sunny,Jam ,0,Buffet ,motorcycle ,0,No ,Urban ,29
28,4.6,17.483216,78.552111,17.523216,78.592111,12:39:56,12:54:48,Stormy,High ,2,Drinks ,motorcycle ,0,No ,Metropolitian ,14
21,4.8,27.160934,78.044095,27.220934,78.104095,18:58:03,19:04:34,Sunny,Medium ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,11
21,4,11.006686,76.951736,11.056686,77.001736,22:50:02,22:50:12,Sandstorms,Low ,0,Buffet ,motorcycle ,,No ,Metropolitian ,19
29,4.7,25.457687,81.835585,25.497687,81.875585,15:29:27,15:30:03,Cloudy,Medium ,2,Buffet ,motorcycle ,1,No ,Urban ,11
20,4.8,19.12663,72.829976,19.13663,72.839976,11:30:41,11:42:43,Sunny,High ,1,Snack ,motorcycle ,0,No ,Metropolitian ,14
28,5,19.875016,75.322405,19.965016,75.412405,22:36:51,22:46:25,Windy,Low ,0,Snack ,motorcycle ,0,No ,Urban ,15
25,4.7,19.178321,72.834715,19.248321,72.904715,23:39:01,23:45:53,Sandstorms,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,16
38,4.8,13.026279,80.174568,13.046279,80.194568,10:29:40,10:34:35,Stormy,Low ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,20
39,4.9,17.455894,78.375467,17.485894,78.405467,22:23:27,22:31:02,Stormy,Low ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,26
26,4.9,21.149834,72.778666,21.209834,72.838666,17:17:22,17:21:06,Windy,Medium ,1,Snack ,scooter ,0,No ,Metropolitian ,26
33,4.4,11.022477,76.995667,11.092477,77.065667,21:33:54,21:49:54,Windy,Jam ,1,Meal ,motorcycle ,0,No ,Urban ,43
24,4.6,22.310237,73.158921,22.370237,73.218921,18:41:34,18:53:25,Sandstorms,Medium ,0,Snack ,motorcycle ,1,No ,Urban ,25
24,4.9,11.010375,76.95295,11.050375,76.99295,15:14:18,15:21:59,Fog,Medium ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,28
33,4.5,22.745049,75.892471,22.835049,75.982471,22:51:14,23:05:01,Stormy,Low ,2,Buffet ,scooter ,0,No ,Metropolitian ,17
35,4.2,22.74806,75.8934,22.83806,75.9834,19:35:10,19:40:59,Windy,Jam ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,44
27,4.2,19.178321,72.834715,19.268321,72.924715,20:32:54,20:38:50,Stormy,Jam ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,33
29,4.5,12.979096,77.640625,13.009096,77.670625,18:48:29,18:53:11,Sunny,Medium ,0,Snack ,motorcycle ,0,No ,Metropolitian ,15
34,4.7,27.163303,78.057044,27.293303,78.187044,23:12:52,23:23:55,Fog,Low ,1,Buffet ,scooter ,1,No ,Metropolitian ,27
20,4.7,26.482419,80.320939,26.502419,80.340939,11:12:24,11:27:49,Cloudy,High ,2,Meal ,scooter ,1,No ,Metropolitian ,25
29,4.8,22.310237,73.158921,22.350237,73.198921,13:55:52,13:55:52,Sunny,High ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,18
22,4.9,22.307898,73.167788,22.367898,73.227788,18:42:03,18:46:16,Stormy,Medium ,2,Snack ,scooter ,0,No ,Metropolitian ,21
35,4.9,27.160832,78.011608,27.230832,78.081608,21:17:31,21:30:07,Cloudy,Jam ,0,Buffet ,motorcycle ,2,No ,Metropolitian ,53
32,4.4,10.027014,76.308053,10.137014,76.418053,21:47:20,21:58:56,Sandstorms,Jam ,0,Drinks ,motorcycle ,3,No ,Metropolitian ,42
28,4.9,30.890184,75.829615,31.000184,75.939615,21:25:29,21:38:33,Sunny,Jam ,2,Snack ,motorcycle ,1,No ,Metropolitian ,20
30,4.7,11.003681,76.975525,11.133681,77.105525,22:45:25,22:57:58,Fog,Low ,1,Meal ,scooter ,0,No ,Metropolitian ,29
22,4.7,12.986047,80.218114,13.096047,80.328114,20:14:27,20:23:43,Stormy,Jam ,2,Snack ,scooter ,0,No ,Urban ,15
36,4.7,11.006686,76.951736,11.056686,77.001736,18:20:59,18:39:32,Fog,Medium ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,30
23,4.8,21.15276,72.778059,21.28276,72.908059,20:43:07,20:45:18,Windy,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,28
22,4.8,22.753839,75.897429,22.773839,75.917429,10:03:12,10:06:06,Stormy,Low ,2,Drinks ,motorcycle ,1,No ,NaN ,19
29,4.5,19.876106,75.340775,20.006106,75.470775,22:31:44,22:41:40,Sandstorms,Low ,2,Meal ,motorcycle ,1,No ,Metropolitian ,15
34,4.9,13.005801,80.250744,13.115801,80.360744,21:52:11,22:06:03,Sandstorms,Jam ,0,Buffet ,motorcycle ,3,Yes ,Urban ,50
38,4.1,12.933298,77.614293,12.943298,77.624293,11:52:14,11:55:37,Stormy,High ,0,Buffet ,motorcycle ,1,Yes ,Metropolitian ,41
32,4.3,30.328174,78.049117,30.398174,78.119117,18:45:19,18:58:29,Cloudy,Medium ,1,Meal ,scooter ,2,No ,Metropolitian ,35
20,4.5,12.978453,77.643685,13.048453,77.713685,20:25:26,20:36:08,Windy,Jam ,2,Buffet ,motorcycle ,1,No ,Metropolitian ,27
25,4.9,13.058616,80.264151,13.138616,80.344151,21:46:22,21:50:50,Fog,Jam ,0,Buffet ,motorcycle ,2,No ,Metropolitian ,43
29,4.5,26.911927,75.797282,26.971927,75.857282,22:23:48,22:32:40,Fog,Low ,2,Meal ,scooter ,0,No ,NaN ,12
32,4.7,27.165108,78.015053,27.225108,78.075053,20:58:26,21:14:03,Sandstorms,Jam ,2,Meal ,scooter ,1,No ,Metropolitian ,31
31,4.4,22.307898,73.167788,22.417898,73.277788,21:20:01,21:23:56,Stormy,Jam ,0,Buffet ,motorcycle ,1,No ,Urban ,47
37,4.5,21.170096,72.789122,21.220096,72.839122,23:31:05,23:38:13,Fog,Low ,0,Buffet ,motorcycle ,1,No ,Urban ,26
36,4.9,30.905562,75.832841,30.995562,75.922841,17:16:24,17:32:28,Cloudy,Medium ,2,Snack ,electric_scooter ,1,No ,Metropolitian ,31
37,3.8,26.849596,75.800512,26.989596,75.940512,20:48:41,20:58:59,Sandstorms,Jam ,1,Snack ,motorcycle ,1,No ,Metropolitian ,42
38,4.9,11.003681,76.975525,11.043681,77.015525,13:33:20,13:45:00,Cloudy,High ,2,Snack ,scooter ,,No ,Metropolitian ,25
37,4.4,27.163303,78.057044,27.243303,78.137044,22:02:27,22:13:22,Sandstorms,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,39
21,4.9,21.157729,72.768726,21.247729,72.858726,23:25:35,23:34:57,Fog,Low ,2,Buffet ,scooter ,1,No ,NaN ,21
35,4.9,26.902328,75.794257,26.932328,75.824257,18:38:51,18:40:25,Fog,Medium ,2,Meal ,electric_scooter ,0,No ,Metropolitian ,18
22,4.8,26.90519,75.810753,26.99519,75.900753,20:45:00,20:57:44,Sandstorms,Jam ,1,Snack ,scooter ,1,No ,Urban ,22
28,4.8,17.428294,78.404423,17.448294,78.424423,8:26:59,8:41:39,Fog,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,23
39,4,12.316967,76.603067,12.446967,76.733067,17:49:47,17:55:37,Stormy,Medium ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,48
29,4.5,12.975377,77.696664,13.055377,77.776664,22:29:12,22:44:11,Windy,Low ,1,Snack ,scooter ,0,No ,Urban ,13
39,4.6,13.026286,80.275235,13.046286,80.295235,11:31:25,11:41:38,Sandstorms,High ,2,Drinks ,motorcycle ,1,No ,Metropolitian ,32
25,4.9,12.323978,76.627961,12.453978,76.757961,21:48:12,21:52:12,Sandstorms,Jam ,2,Snack ,electric_scooter ,0,No ,Urban ,16
34,5,11.025083,77.015393,11.055083,77.045393,17:26:51,17:33:14,Cloudy,Medium ,2,Snack ,electric_scooter ,0,No ,Urban ,19
22,4.8,12.933284,77.615428,12.953284,77.635428,9:41:31,9:49:14,Sunny,Low ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,18
27,5,26.492106,80.327797,26.562106,80.397797,20:57:45,21:10:00,Windy,Jam ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,27
28,4.5,19.003517,72.82765,19.073517,72.89765,17:14:43,17:20:21,Sunny,Medium ,0,Drinks ,motorcycle ,1,No ,Urban ,25
32,5,10.994136,76.963303,11.024136,76.993303,18:29:06,18:44:15,Stormy,Medium ,2,Drinks ,scooter ,1,No ,Metropolitian ,31
27,4.6,17.440827,78.393391,17.510827,78.463391,18:00:27,18:03:02,Sunny,Medium ,0,Snack ,motorcycle ,0,No ,Metropolitian ,20
35,3.9,19.12663,72.829976,19.20663,72.909976,19:59:40,20:10:44,Windy,Jam ,1,Snack ,motorcycle ,2,No ,Metropolitian ,38
22,4.6,12.297954,76.665169,12.327954,76.695169,23:04:40,23:05:52,Windy,Low ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,19
30,4.6,22.308096,73.167753,22.318096,73.177753,10:43:18,10:58:57,Cloudy,Low ,0,Buffet ,motorcycle ,0,No ,Urban ,24
39,4.8,12.323194,76.630583,12.343194,76.650583,11:22:44,11:30:00,Fog,High ,2,Drinks ,scooter ,1,No ,Urban ,26
33,4.8,17.450851,78.379347,17.510851,78.439347,18:02:39,18:12:52,Sandstorms,Medium ,2,Meal ,motorcycle ,1,No ,Metropolitian ,28
20,4.7,18.543626,73.905101,18.623626,73.985101,17:12:13,17:16:24,Sandstorms,Medium ,2,Snack ,scooter ,1,No ,Urban ,16
34,4.2,12.304569,76.643622,12.364569,76.703622,23:11:03,23:19:45,Windy,Low ,0,Snack ,motorcycle ,0,No ,Urban ,24
22,4.7,12.299524,76.64262,12.369524,76.71262,17:18:41,17:30:12,Windy,Medium ,0,Meal ,motorcycle ,,No ,Metropolitian ,24
37,4.3,26.849596,75.800512,26.869596,75.820512,11:58:51,12:08:57,Stormy,High ,2,Meal ,scooter ,1,No ,Metropolitian ,34
20,4.8,19.003517,72.82765,19.013517,72.83765,9:34:19,9:49:26,Cloudy,Low ,1,Snack ,motorcycle ,1,No ,Urban ,16
33,4.9,21.160522,72.771477,21.210522,72.821477,22:44:29,22:54:46,Windy,Low ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,26
21,5,22.728163,75.884212,22.858163,76.014212,17:14:01,17:18:02,Fog,Medium ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,25
33,4.6,22.31279,73.170283,22.38279,73.240283,17:11:45,17:27:24,Fog,Medium ,0,Meal ,motorcycle ,2,No ,Metropolitian ,49
24,4.6,12.98041,77.640489,13.06041,77.720489,18:34:01,18:44:15,Windy,Medium ,2,Snack ,electric_scooter ,0,No ,Urban ,24
30,4.6,19.131141,72.813074,19.16114,72.843074,19:03:20,19:12:09,Sunny,Medium ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,26
32,4.9,17.433809,78.386744,17.523809,78.476744,0:00:22,0:11:48,Sandstorms,Low ,1,Buffet ,scooter ,1,No ,Metropolitian ,24
28,4.6,17.428294,78.404423,17.558294,78.534423,19:49:00,19:53:05,Stormy,Jam ,2,Drinks ,electric_scooter ,0,No ,Metropolitian ,16
21,4.7,26.766536,75.837333,26.896536,75.967333,20:33:56,20:40:33,Windy,Jam ,2,Drinks ,scooter ,1,No ,Metropolitian ,27
39,4.9,19.879631,75.323403,19.899631,75.343403,11:14:34,11:17:13,Fog,High ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,25
32,4.7,13.026286,80.275235,13.046286,80.295235,9:01:02,9:11:11,Cloudy,Low ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,26
20,4.5,19.091458,72.827808,19.151458,72.887808,19:33:17,19:39:05,Sandstorms,Jam ,1,Buffet ,scooter ,1,No ,Urban ,25
36,5,26.849596,75.800512,26.859596,75.810512,8:23:57,8:25:22,Fog,Low ,2,Meal ,scooter ,1,No ,Urban ,15
28,4.8,12.934179,77.615797,12.954179,77.635797,11:04:01,11:09:05,Sunny,Low ,1,Buffet ,scooter ,1,No ,Urban ,18
32,4.5,18.520016,73.830547,18.570016,73.880547,20:33:46,20:38:18,Fog,Jam ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,30
39,4.4,12.986047,80.218114,13.096047,80.328114,19:46:18,20:02:15,Cloudy,Jam ,1,Drinks ,scooter ,1,No ,Metropolitian ,46
30,4.7,21.170798,72.790489,21.280798,72.900489,22:27:59,22:32:44,Windy,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,24
32,4.4,18.563934,73.915367,18.603935,73.955367,16:02:11,16:09:06,Sandstorms,Medium ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,37
23,4.6,22.760072,75.892574,22.850072,75.982574,21:31:51,21:39:24,Windy,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,27
21,4.8,19.12663,72.829976,19.16663,72.869976,15:26:12,15:36:19,Windy,Medium ,2,Buffet ,scooter ,1,No ,NaN ,27
31,4.2,22.761226,75.887522,22.821226,75.947522,17:25:46,17:38:46,Windy,Medium ,2,Meal ,electric_scooter ,1,No ,Metropolitian ,32
37,4.6,19.178321,72.834715,19.198321,72.854715,11:45:48,12:00:38,Stormy,High ,2,Buffet ,electric_scooter ,1,No ,Urban ,28
20,4.5,21.149834,72.778666,21.199834,72.828666,20:19:43,20:21:30,Sandstorms,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,29
28,4.5,26.88842,75.800689,26.89842,75.810689,10:25:45,10:36:50,Sandstorms,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,27
22,4.9,12.297954,76.665169,12.307954,76.675169,8:27:33,8:31:36,Cloudy,Low ,1,Snack ,motorcycle ,0,No ,Metropolitian ,11
20,4.7,17.458998,78.500366,17.518998,78.560366,17:18:25,17:23:22,Cloudy,Medium ,1,Buffet ,motorcycle ,1,No ,Urban ,13
34,4.8,23.354422,85.3329,23.484422,85.4629,22:49:11,22:53:23,Windy,Low ,1,Buffet ,scooter ,1,No ,Metropolitian ,27
38,4.8,13.044694,80.26147,13.084694,80.30147,12:37:22,12:43:16,Windy,High ,1,Snack ,scooter ,1,No ,Metropolitian ,25
32,4.5,23.416792,85.316842,23.456792,85.356842,12:22:36,12:29:14,Cloudy,High ,2,Buffet ,motorcycle ,1,No ,Metropolitian ,27
34,4.9,18.520016,73.830547,18.630016,73.940547,22:55:54,23:06:14,Sunny,Low ,2,Snack ,scooter ,1,No ,Metropolitian ,26
33,3.9,22.722634,75.886959,22.812634,75.976959,17:27:50,17:32:30,Windy,Medium ,2,Meal ,electric_scooter ,1,No ,Metropolitian ,32
34,4.5,22.745536,75.893106,22.765536,75.913106,10:37:58,10:46:05,Windy,Low ,1,Meal ,motorcycle ,1,No ,Metropolitian ,25
34,4.7,12.304569,76.643622,12.354569,76.693622,19:55:08,20:07:57,Sunny,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,29
26,4.6,21.175104,72.804342,21.245104,72.874342,19:32:50,19:37:19,Cloudy,Jam ,1,Buffet ,scooter ,0,No ,Metropolitian ,32
31,4,12.935662,77.61413,13.015662,77.69413,23:48:10,23:55:53,Cloudy,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,35
39,4.8,21.17106,72.789292,21.21106,72.829292,14:54:56,15:07:00,Sunny,High ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,27
32,5,17.450851,78.379347,17.500851,78.429347,21:57:38,22:11:44,Cloudy,Jam ,2,Buffet ,scooter ,1,No ,Urban ,27
32,4.5,22.526461,88.364453,22.576461,88.414453,17:12:21,17:18:43,Stormy,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,30
39,4.1,23.371292,85.327872,23.441292,85.397872,18:44:36,18:54:00,Sunny,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,32
36,4.8,18.520016,73.830547,18.530016,73.840547,10:16:11,10:23:05,Stormy,Low ,2,Meal ,electric_scooter ,0,No ,Metropolitian ,25
37,4.1,13.029198,77.570997,13.059198,77.600997,17:48:52,18:02:02,Windy,Medium ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,38
37,4.8,23.416792,85.316842,23.476792,85.376842,21:01:26,21:08:29,Fog,Jam ,1,Meal ,scooter ,1,No ,Metropolitian ,26
38,3.7,18.520016,73.830547,18.630016,73.940547,20:32:00,20:43:38,Stormy,Jam ,1,Meal ,motorcycle ,1,No ,Metropolitian ,31
28,4.7,23.416792,85.316842,23.436792,85.336842,11:41:03,11:55:07,Stormy,High ,2,Drinks ,scooter ,1,No ,Metropolitian ,28
34,3.8,18.546258,73.904337,18.656258,74.014337,18:44:01,18:58:46,Stormy,Medium ,1,Meal ,scooter ,0,No ,Metropolitian ,31
32,4.9,13.026286,80.275235,13.136286,80.385235,23:15:28,23:27:12,Cloudy,Low ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,29
22,4.7,26.921411,75.793604,26.981411,75.853604,23:36:06,23:43:21,Windy,Low ,1,Buffet ,motorcycle ,0,No ,Urban ,17
31,4,22.552672,88.352885,22.642672,88.442885,17:49:15,17:56:53,Windy,Medium ,0,Drinks ,motorcycle ,3,Yes ,Metropolitian ,45
27,4,12.352058,76.60665,12.432058,76.68665,19:02:21,19:17:55,Sandstorms,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,34
29,4.9,11.022298,76.998349,11.132298,77.108349,19:40:01,19:45:48,Windy,Jam ,1,Drinks ,scooter ,0,No ,Metropolitian ,24
38,4.8,11.008638,76.984311,11.068638,77.044311,21:43:39,21:59:14,Sandstorms,Jam ,0,Meal ,motorcycle ,3,No ,Metropolitian ,44
35,4.8,21.149669,72.772629,21.199669,72.822629,20:53:54,21:08:05,Cloudy,Jam ,2,Snack ,motorcycle ,2,No ,Metropolitian ,36
31,4.9,12.972161,77.596014,13.002161,77.626014,20:32:14,20:37:20,Sunny,Jam ,0,Meal ,motorcycle ,0,No ,Metropolitian ,28
30,4.3,13.049645,80.242268,13.139645,80.332268,18:40:09,18:43:09,Windy,Medium ,1,Drinks ,scooter ,2,No ,Metropolitian ,37
33,4.8,17.430448,78.418213,17.520448,78.508213,23:16:29,23:31:08,Stormy,Low ,2,Drinks ,motorcycle ,0,No ,Urban ,23
29,4.6,30.372202,78.077151,30.442202,78.147151,23:44:10,23:59:24,Sandstorms,Low ,0,Meal ,motorcycle ,0,No ,Metropolitian ,22
38,4.6,19.176269,72.836721,19.216269,72.876721,12:47:44,12:59:52,Stormy,High ,2,Snack ,scooter ,1,No ,Metropolitian ,26
26,4.9,23.351489,85.324253,23.411489,85.384253,20:17:34,20:22:46,Sandstorms,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,34
34,4.2,18.530963,73.828972,18.590963,73.888972,22:54:13,23:02:44,Stormy,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,28
26,4.7,26.766536,75.837333,26.826536,75.897333,22:46:27,22:59:13,Windy,Low ,2,Snack ,motorcycle ,0,No ,Metropolitian ,14
35,4.7,22.722634,75.886959,22.762634,75.926959,15:10:34,15:19:49,Cloudy,Medium ,2,Meal ,motorcycle ,1,No ,Metropolitian ,17
36,4.2,12.98041,77.640489,13.01041,77.670489,18:32:07,18:37:24,Sandstorms,Medium ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,37
24,2.6,22.307898,73.167788,22.417898,73.277788,22:39:20,22:52:50,Sunny,Low ,1,Drinks ,motorcycle ,1,Yes ,Metropolitian ,42
33,4.3,19.091458,72.827808,19.201458,72.937808,17:22:10,17:30:41,Cloudy,Medium ,1,Meal ,motorcycle ,1,No ,Metropolitian ,34
26,4.6,19.874733,75.353942,19.984733,75.463942,18:37:22,18:54:57,Windy,Medium ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,25
32,5,13.045479,80.23311,13.155479,80.34311,19:21:37,19:36:26,Windy,Jam ,1,Buffet ,scooter ,1,No ,Urban ,30
37,4.9,26.956431,75.776649,27.046431,75.866649,19:12:21,19:26:41,Fog,Jam ,0,Meal ,motorcycle ,2,No ,Metropolitian ,48
26,4.9,10.027014,76.308053,10.157014,76.438053,23:56:42,0:04:26,Stormy,Low ,2,Drinks ,scooter ,1,No ,Metropolitian ,18
31,4.8,11.008638,76.984311,11.138638,77.114311,23:12:19,23:19:41,Stormy,Low ,1,Drinks ,scooter ,0,No ,Metropolitian ,28
37,4.6,13.022394,80.242439,13.112394,80.332439,17:47:13,17:52:43,Stormy,Medium ,1,Buffet ,motorcycle ,1,No ,Urban ,26
26,4.7,19.065838,72.832658,19.175838,72.942658,21:55:49,22:10:41,Sunny,Jam ,2,Drinks ,scooter ,0,No ,Urban ,16
37,4.8,22.75004,75.902847,22.78004,75.932847,20:51:24,20:59:46,Cloudy,Jam ,0,Meal ,motorcycle ,0,No ,Metropolitian ,25
21,4.4,21.173493,72.801953,21.203493,72.831953,22:26:20,22:43:54,Windy,Low ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,15
22,4,13.029198,77.570997,13.039198,77.580997,9:45:35,9:58:16,Sandstorms,Low ,0,Snack ,motorcycle ,1,No ,Urban ,28
38,4.5,13.026279,80.174568,13.036279,80.184568,10:21:35,10:29:22,Windy,Low ,1,Meal ,motorcycle ,1,No ,Urban ,20
28,4,13.091809,80.219104,13.131809,80.259104,13:31:23,13:47:47,Stormy,High ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,32
31,4.9,22.308096,73.167753,22.348096,73.207753,12:17:34,12:32:27,Cloudy,High ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,38
24,4.8,21.183434,72.814492,21.203434,72.834492,8:46:06,8:58:57,Cloudy,Low ,2,Snack ,scooter ,0,No ,Metropolitian ,14
26,4.9,18.533811,73.899315,18.623811,73.989315,19:35:25,19:44:54,Sandstorms,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,30
20,4.7,11.003681,76.975525,11.053681,77.025525,19:13:53,19:25:21,Cloudy,Jam ,1,Snack ,scooter ,1,No ,Metropolitian ,29
29,4.8,21.149669,72.772629,21.279669,72.902629,22:51:28,22:58:50,Windy,Low ,1,Buffet ,scooter ,0,No ,Urban ,12
32,4,12.975377,77.696664,13.045377,77.766664,18:47:33,18:54:04,Windy,Medium ,0,Buffet ,motorcycle ,3,Yes ,Urban ,49
20,4.9,22.311358,73.164798,22.421358,73.274798,17:29:45,17:38:43,Fog,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,42
